file	line_no	issue_type	matched_text	context
3_purana/sivap7_u.txt	1415	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	1527	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	1659	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	1763	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	1961	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	2113	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	2437	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	2635	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	2725	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	2873	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	2995	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	3251	adjacent_vowels_non_ai_au	aṛ	anye ca rāj⟦aṛ⟧ṣayo nānāvīryasamanvitā ||
3_purana/sivap7_u.txt	3265	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	3525	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	3815	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	3823	adjacent_vowels_non_ai_au	aṛ	sudarbh⟦aṛ⟧tusaṃstīrṇaṃ susamiddhahutāśanam ||
3_purana/sivap7_u.txt	3995	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	4167	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	4467	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	4725	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	4979	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	5183	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	5319	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	5481	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	5569	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	5721	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	5939	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	6353	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	6585	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	6989	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	7249	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	7557	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	7679	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	7935	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	8075	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	8441	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	8603	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	8733	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	8899	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	9115	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	9235	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	9539	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	9773	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	9937	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	10191	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	10509	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	10819	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	11137	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	11323	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	11583	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	11697	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	11823	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	12005	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	12259	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	12355	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	12653	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	12927	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	13075	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	13381	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	13525	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	13691	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	14111	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	14881	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	15235	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	15315	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	15495	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	15509	isolated_single_vowel	a	⟦a⟧ u meti trimātrābhiḥ parastāccārdhamātrayā ||
3_purana/sivap7_u.txt	15509	isolated_single_vowel	u	a ⟦u⟧ meti trimātrābhiḥ parastāccārdhamātrayā ||
3_purana/sivap7_u.txt	15847	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	16141	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	16421	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	16745	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	16999	manual_chapter	chapter	⟦chapter⟧
3_purana/sivap7_u.txt	17201	manual_chapter	chapter	⟦chapter⟧
4_rellit/buddh/srabhu_u.txt	1	multiple_blank_lines	2 consecutive blank lines	previous:  ⟦2 consecutive blank lines⟧ next: riṅ ba yin te ||
4_rellit/buddh/srabhu_u.txt	5	isolated_single_vowel	i	…es su bstan pa rñed ciṅ rgyu de dag kyaṅ med par gyur pa | de'⟦i⟧ tshe na dge bai rtsa ba dag yoṅs su smin ciṅ rim gyis yoṅs su…
4_rellit/buddh/srabhu_u.txt	5	line_start_double_danda	||	⟦||⟧ de dag kyaṅ gaṅ gi tshe saṅs rgyas byuṅ ba daṅ dam pai chos ṅ…
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	byuṅ	|| de dag kyaṅ gaṅ gi tshe saṅs rgyas ⟦byuṅ⟧ ba daṅ dam pai chos ṅan pa daṅ rjes su mthun pai gdams ṅag rj…
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	chos	|| de dag kyaṅ gaṅ gi tshe saṅs rgyas byuṅ ba daṅ dam pai ⟦chos⟧ ṅan pa daṅ rjes su mthun pai gdams ṅag rjes su bstan pa rñed …
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	ciṅ	… ṅan pa daṅ rjes su mthun pai gdams ṅag rjes su bstan pa rñed ⟦ciṅ⟧ rgyu de dag kyaṅ med par gyur pa | de'i tshe na dge bai rtsa …
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	ciṅ	…d par gyur pa | de'i tshe na dge bai rtsa ba dag yoṅs su smin ⟦ciṅ⟧ rim gyis yoṅs su mya ṅan las da bar yaṅ
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	daṅ	|| de dag kyaṅ gaṅ gi tshe saṅs rgyas byuṅ ba ⟦daṅ⟧ dam pai chos ṅan pa daṅ rjes su mthun pai gdams ṅag rjes su b…
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	daṅ	…g kyaṅ gaṅ gi tshe saṅs rgyas byuṅ ba daṅ dam pai chos ṅan pa ⟦daṅ⟧ rjes su mthun pai gdams ṅag rjes su bstan pa rñed ciṅ rgyu de…
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	gaṅ	|| de dag kyaṅ ⟦gaṅ⟧ gi tshe saṅs rgyas byuṅ ba daṅ dam pai chos ṅan pa daṅ rjes s…
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	gdams	…s rgyas byuṅ ba daṅ dam pai chos ṅan pa daṅ rjes su mthun pai ⟦gdams⟧ ṅag rjes su bstan pa rñed ciṅ rgyu de dag kyaṅ med par gyur p…
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	kyaṅ	|| de dag ⟦kyaṅ⟧ gaṅ gi tshe saṅs rgyas byuṅ ba daṅ dam pai chos ṅan pa daṅ rj…
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	kyaṅ	… su mthun pai gdams ṅag rjes su bstan pa rñed ciṅ rgyu de dag ⟦kyaṅ⟧ med par gyur pa | de'i tshe na dge bai rtsa ba dag yoṅs su sm…
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	mthun	…i tshe saṅs rgyas byuṅ ba daṅ dam pai chos ṅan pa daṅ rjes su ⟦mthun⟧ pai gdams ṅag rjes su bstan pa rñed ciṅ rgyu de dag kyaṅ med …
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	mya	…tshe na dge bai rtsa ba dag yoṅs su smin ciṅ rim gyis yoṅs su ⟦mya⟧ ṅan las da bar yaṅ
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	rgyas	|| de dag kyaṅ gaṅ gi tshe saṅs ⟦rgyas⟧ byuṅ ba daṅ dam pai chos ṅan pa daṅ rjes su mthun pai gdams ṅ…
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	rgyu	… pa daṅ rjes su mthun pai gdams ṅag rjes su bstan pa rñed ciṅ ⟦rgyu⟧ de dag kyaṅ med par gyur pa | de'i tshe na dge bai rtsa ba da…
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	rjes	…aṅ gaṅ gi tshe saṅs rgyas byuṅ ba daṅ dam pai chos ṅan pa daṅ ⟦rjes⟧ su mthun pai gdams ṅag rjes su bstan pa rñed ciṅ rgyu de dag …
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	rjes	…uṅ ba daṅ dam pai chos ṅan pa daṅ rjes su mthun pai gdams ṅag ⟦rjes⟧ su bstan pa rñed ciṅ rgyu de dag kyaṅ med par gyur pa | de'i …
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	rñed	… chos ṅan pa daṅ rjes su mthun pai gdams ṅag rjes su bstan pa ⟦rñed⟧ ciṅ rgyu de dag kyaṅ med par gyur pa | de'i tshe na dge bai r…
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	saṅs	|| de dag kyaṅ gaṅ gi tshe ⟦saṅs⟧ rgyas byuṅ ba daṅ dam pai chos ṅan pa daṅ rjes su mthun pai g…
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	tshe	|| de dag kyaṅ gaṅ gi ⟦tshe⟧ saṅs rgyas byuṅ ba daṅ dam pai chos ṅan pa daṅ rjes su mthun …
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	tshe	… su bstan pa rñed ciṅ rgyu de dag kyaṅ med par gyur pa | de'i ⟦tshe⟧ na dge bai rtsa ba dag yoṅs su smin ciṅ rim gyis yoṅs su mya …
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	yoṅs	…e dag kyaṅ med par gyur pa | de'i tshe na dge bai rtsa ba dag ⟦yoṅs⟧ su smin ciṅ rim gyis yoṅs su mya ṅan las da bar yaṅ
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	yoṅs	… | de'i tshe na dge bai rtsa ba dag yoṅs su smin ciṅ rim gyis ⟦yoṅs⟧ su mya ṅan las da bar yaṅ
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	ṅag	…s byuṅ ba daṅ dam pai chos ṅan pa daṅ rjes su mthun pai gdams ⟦ṅag⟧ rjes su bstan pa rñed ciṅ rgyu de dag kyaṅ med par gyur pa | …
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	ṅan	…| de dag kyaṅ gaṅ gi tshe saṅs rgyas byuṅ ba daṅ dam pai chos ⟦ṅan⟧ pa daṅ rjes su mthun pai gdams ṅag rjes su bstan pa rñed ciṅ …
4_rellit/buddh/srabhu_u.txt	5	tibetan_transcription_candidate	ṅan	… na dge bai rtsa ba dag yoṅs su smin ciṅ rim gyis yoṅs su mya ⟦ṅan⟧ las da bar yaṅ
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	chos	yoṅs su mya ṅan las mi da bai ⟦chos⟧ can rnams ni ṅes pai tshogs la gnas pa yin pas | de dag ni rk…
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	gnas	… su mya ṅan las mi da bai chos can rnams ni ṅes pai tshogs la ⟦gnas⟧ pa yin pas | de dag ni rkyen rñed kyaṅ ruṅ ma rñed kyaṅ ruṅ s…
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	kyaṅ	…s ni ṅes pai tshogs la gnas pa yin pas | de dag ni rkyen rñed ⟦kyaṅ⟧ ruṅ ma rñed kyaṅ ruṅ ste | rnam pa thams cad kyi thams cad du…
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	kyaṅ	…gs la gnas pa yin pas | de dag ni rkyen rñed kyaṅ ruṅ ma rñed ⟦kyaṅ⟧ ruṅ ste | rnam pa thams cad kyi thams cad du yoṅs su mya ṅan …
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	mya	yoṅs su ⟦mya⟧ ṅan las mi da bai chos can rnams ni ṅes pai tshogs la gnas pa…
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	mya	…ñed kyaṅ ruṅ ste | rnam pa thams cad kyi thams cad du yoṅs su ⟦mya⟧ ṅan las da bai skal ba med pa kho na yin no ||
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	rkyen	…os can rnams ni ṅes pai tshogs la gnas pa yin pas | de dag ni ⟦rkyen⟧ rñed kyaṅ ruṅ ma rñed kyaṅ ruṅ ste | rnam pa thams cad kyi th…
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	rnam	…in pas | de dag ni rkyen rñed kyaṅ ruṅ ma rñed kyaṅ ruṅ ste | ⟦rnam⟧ pa thams cad kyi thams cad du yoṅs su mya ṅan las da bai skal…
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	rnams	yoṅs su mya ṅan las mi da bai chos can ⟦rnams⟧ ni ṅes pai tshogs la gnas pa yin pas | de dag ni rkyen rñed k…
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	rñed	… rnams ni ṅes pai tshogs la gnas pa yin pas | de dag ni rkyen ⟦rñed⟧ kyaṅ ruṅ ma rñed kyaṅ ruṅ ste | rnam pa thams cad kyi thams c…
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	rñed	… tshogs la gnas pa yin pas | de dag ni rkyen rñed kyaṅ ruṅ ma ⟦rñed⟧ kyaṅ ruṅ ste | rnam pa thams cad kyi thams cad du yoṅs su mya…
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	thams	… de dag ni rkyen rñed kyaṅ ruṅ ma rñed kyaṅ ruṅ ste | rnam pa ⟦thams⟧ cad kyi thams cad du yoṅs su mya ṅan las da bai skal ba med p…
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	thams	…en rñed kyaṅ ruṅ ma rñed kyaṅ ruṅ ste | rnam pa thams cad kyi ⟦thams⟧ cad du yoṅs su mya ṅan las da bai skal ba med pa kho na yin n…
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	tshogs	yoṅs su mya ṅan las mi da bai chos can rnams ni ṅes pai ⟦tshogs⟧ la gnas pa yin pas | de dag ni rkyen rñed kyaṅ ruṅ ma rñed ky…
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	yoṅs	⟦yoṅs⟧ su mya ṅan las mi da bai chos can rnams ni ṅes pai tshogs la …
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	yoṅs	…ruṅ ma rñed kyaṅ ruṅ ste | rnam pa thams cad kyi thams cad du ⟦yoṅs⟧ su mya ṅan las da bai skal ba med pa kho na yin no ||
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	ṅan	yoṅs su mya ⟦ṅan⟧ las mi da bai chos can rnams ni ṅes pai tshogs la gnas pa yin…
4_rellit/buddh/srabhu_u.txt	9	tibetan_transcription_candidate	ṅan	…kyaṅ ruṅ ste | rnam pa thams cad kyi thams cad du yoṅs su mya ⟦ṅan⟧ las da bai skal ba med pa kho na yin no ||
4_rellit/buddh/srabhu_u.txt	10	multiple_blank_lines	3 consecutive blank lines	previous:  du yoṅs su mya ṅan las da bai skal ba med pa kho na yin no || ⟦3 consecutive blank lines⟧ next: | smras pa | rkyen gñis te || gtso bo daṅ dman pao ||
4_rellit/buddh/srabhu_u.txt	13	adjacent_vowels_non_ai_au	ao	| smras pa | rkyen gñis te || gtso bo daṅ dman p⟦ao⟧ ||
4_rellit/buddh/srabhu_u.txt	13	line_start_single_danda	|	⟦|⟧ smras pa | rkyen gñis te || gtso bo daṅ dman pao ||
4_rellit/buddh/srabhu_u.txt	13	tibetan_transcription_candidate	daṅ	| smras pa | rkyen gñis te || gtso bo ⟦daṅ⟧ dman pao ||
4_rellit/buddh/srabhu_u.txt	13	tibetan_transcription_candidate	gñis	| smras pa | rkyen ⟦gñis⟧ te || gtso bo daṅ dman pao ||
4_rellit/buddh/srabhu_u.txt	13	tibetan_transcription_candidate	rkyen	| smras pa | ⟦rkyen⟧ gñis te || gtso bo daṅ dman pao ||
4_rellit/buddh/srabhu_u.txt	13	tibetan_transcription_candidate	smras	| ⟦smras⟧ pa | rkyen gñis te || gtso bo daṅ dman pao ||
4_rellit/buddh/srabhu_u.txt	14	multiple_blank_lines	3 consecutive blank lines	previous: | smras pa | rkyen gñis te || gtso bo daṅ dman pao || ⟦3 consecutive blank lines⟧ next: | smras pa | di lta ste ||
4_rellit/buddh/srabhu_u.txt	17	line_start_single_danda	|	⟦|⟧ smras pa | di lta ste ||
4_rellit/buddh/srabhu_u.txt	17	tibetan_transcription_candidate	smras	| ⟦smras⟧ pa | di lta ste ||
4_rellit/buddh/srabhu_u.txt	18	multiple_blank_lines	3 consecutive blank lines	previous: | smras pa | di lta ste || ⟦3 consecutive blank lines⟧ next: | smras pa | rkyen dman pa ni maṅ ste | di lta ste | ātmasampa
4_rellit/buddh/srabhu_u.txt	21	line_start_single_danda	|	⟦|⟧ smras pa | rkyen dman pa ni maṅ ste | di lta ste | ātmasampat…
4_rellit/buddh/srabhu_u.txt	21	tibetan_transcription_candidate	rkyen	| smras pa | ⟦rkyen⟧ dman pa ni maṅ ste | di lta ste | ātmasampat | parasampat | k…
4_rellit/buddh/srabhu_u.txt	21	tibetan_transcription_candidate	smras	| ⟦smras⟧ pa | rkyen dman pa ni maṅ ste | di lta ste | ātmasampat | par…
4_rellit/buddh/srabhu_u.txt	22	multiple_blank_lines	5 consecutive blank lines	previous: ā | prāvivekyaṃ | nivaraṇaviśuddhiḥ | samādhisaṃniśrayaś ca || ⟦5 consecutive blank lines⟧ next: | mir gyur pa daṅ | yul dbus su skyes pa daṅ | indriyair avika
4_rellit/buddh/srabhu_u.txt	27	line_start_single_danda	|	⟦|⟧ mir gyur pa daṅ | yul dbus su skyes pa daṅ | indriyair avikal…
4_rellit/buddh/srabhu_u.txt	27	tibetan_transcription_candidate	daṅ	| mir gyur pa ⟦daṅ⟧ | yul dbus su skyes pa daṅ | indriyair avikalatā | āyatanagat…
4_rellit/buddh/srabhu_u.txt	27	tibetan_transcription_candidate	daṅ	| mir gyur pa daṅ | yul dbus su skyes pa ⟦daṅ⟧ | indriyair avikalatā | āyatanagataḥ prasādaḥ | aparivṛttakar…
4_rellit/buddh/srabhu_u.txt	29	isolated_single_vowel	i	| ⟦i⟧
4_rellit/buddh/srabhu_u.txt	29	line_start_single_danda	|	⟦|⟧ i
4_rellit/buddh/srabhu_u.txt	29	roman_numeral_candidate	i	| ⟦i⟧
4_rellit/buddh/srabhu_u.txt	33	adjacent_vowels_non_ai_au	ii	| ⟦ii⟧
4_rellit/buddh/srabhu_u.txt	33	line_start_single_danda	|	⟦|⟧ ii
4_rellit/buddh/srabhu_u.txt	33	roman_numeral_candidate	ii	| ⟦ii⟧
4_rellit/buddh/srabhu_u.txt	37	adjacent_vowels_non_ai_au	iii	| ⟦iii⟧
4_rellit/buddh/srabhu_u.txt	37	line_start_single_danda	|	⟦|⟧ iii
4_rellit/buddh/srabhu_u.txt	37	roman_numeral_candidate	iii	| ⟦iii⟧
4_rellit/buddh/srabhu_u.txt	41	line_start_double_danda	||	⟦||⟧ iv
4_rellit/buddh/srabhu_u.txt	41	roman_numeral_candidate	iv	|| ⟦iv⟧
4_rellit/buddh/srabhu_u.txt	44	multiple_blank_lines	3 consecutive blank lines	previous: a sa āyatanagataḥ prasādaḥ | sarvakleśamalakaluṣyāpanayanat || ⟦3 consecutive blank lines⟧ next: | v
4_rellit/buddh/srabhu_u.txt	47	isolated_single_consonant	v	| ⟦v⟧
4_rellit/buddh/srabhu_u.txt	47	line_start_single_danda	|	⟦|⟧ v
4_rellit/buddh/srabhu_u.txt	47	roman_numeral_candidate	v	| ⟦v⟧
4_rellit/buddh/srabhu_u.txt	52	multiple_blank_lines	3 consecutive blank lines	previous: hir aṅgaiḥ saṃpādito bhavati | tasmād ātmasaṃpad ity ucyate || ⟦3 consecutive blank lines⟧ next: parasampat katamā | tadyathā buddhānām utpādaḥ | saddharmadeśa
4_rellit/buddh/srabhu_u.txt	57	isolated_single_vowel	i	| ⟦i⟧
4_rellit/buddh/srabhu_u.txt	57	line_start_single_danda	|	⟦|⟧ i
4_rellit/buddh/srabhu_u.txt	57	roman_numeral_candidate	i	| ⟦i⟧
4_rellit/buddh/srabhu_u.txt	59	tibetan_transcription_candidate	bskal	…ya prabhūtair duṣkarasahasrair mahatā ca puṇyajñānasambhāreṇa ⟦bskal⟧ pa graṅs med pa gsum gyis tha maḥi lus phyi ma | ātmabhāvapra…
4_rellit/buddh/srabhu_u.txt	59	tibetan_transcription_candidate	phyi	…ajñānasambhāreṇa bskal pa graṅs med pa gsum gyis tha maḥi lus ⟦phyi⟧ ma | ātmabhāvapratilambhe bodhimaṇḍe niṣadya | pañca nivaraṇā…
4_rellit/buddh/srabhu_u.txt	59	tibetan_transcription_candidate	samyaksaṃbodhim	…acittaḥ | saptatriṃśadbodhipakṣyān dharmān bhāvayitvānuttarāṃ ⟦samyaksaṃbodhim⟧ abhisaṃbudhyate | ayam ucyate buddhānām utpādaḥ ||
4_rellit/buddh/srabhu_u.txt	60	multiple_blank_lines	3 consecutive blank lines	previous: aksaṃbodhim abhisaṃbudhyate | ayam ucyate buddhānām utpādaḥ || ⟦3 consecutive blank lines⟧ next: | ii
4_rellit/buddh/srabhu_u.txt	63	adjacent_vowels_non_ai_au	ii	| ⟦ii⟧
4_rellit/buddh/srabhu_u.txt	63	line_start_single_danda	|	⟦|⟧ ii
4_rellit/buddh/srabhu_u.txt	63	roman_numeral_candidate	ii	| ⟦ii⟧
4_rellit/buddh/srabhu_u.txt	65	isolated_single_vowel	i	… niryāto deśitaḥ praśasto buddhaiś ca buddhaśravakaiś ca | de'⟦i⟧ phyir dam pai chos te ||
4_rellit/buddh/srabhu_u.txt	65	tibetan_transcription_candidate	chos	… praśasto buddhaiś ca buddhaśravakaiś ca | de'i phyir dam pai ⟦chos⟧ te ||
4_rellit/buddh/srabhu_u.txt	65	tibetan_transcription_candidate	phyir	…iryāto deśitaḥ praśasto buddhaiś ca buddhaśravakaiś ca | de'i ⟦phyir⟧ dam pai chos te ||
4_rellit/buddh/srabhu_u.txt	67	adjacent_vowels_non_ai_au	iii	| ⟦iii⟧
4_rellit/buddh/srabhu_u.txt	67	line_start_single_danda	|	⟦|⟧ iii
4_rellit/buddh/srabhu_u.txt	67	roman_numeral_candidate	iii	| ⟦iii⟧
4_rellit/buddh/srabhu_u.txt	69	adjacent_vowels_non_ai_au	ao	…dam pai chos mṅon sum du bya bai tshul gyis yin par rig par by⟦ao⟧ ||
4_rellit/buddh/srabhu_u.txt	69	tibetan_transcription_candidate	chos	…dam ucyate saddharmasyāvasthānaṃ | gnas pa de yaṅ don dam pai ⟦chos⟧ mṅon sum du bya bai tshul gyis yin par rig par byao ||
4_rellit/buddh/srabhu_u.txt	69	tibetan_transcription_candidate	gnas	…harmaś ca nāntardhīyate | idam ucyate saddharmasyāvasthānaṃ | ⟦gnas⟧ pa de yaṅ don dam pai chos mṅon sum du bya bai tshul gyis yin…
4_rellit/buddh/srabhu_u.txt	69	tibetan_transcription_candidate	tshul	…sthānaṃ | gnas pa de yaṅ don dam pai chos mṅon sum du bya bai ⟦tshul⟧ gyis yin par rig par byao ||
