file	line_no	token	prev_line	next_line	context
1_veda/2_bra/pncvbr1u.txt	265	ā			pāpavasīyaso vidhṛtir vipāpmanā vartate ya etayā stute nāvagato 'pa rudhyate nāparuddho 'va gacchati | na śreyāṃsaṃ pāpīyān abhyā rohati na janatā janatām abhy eti nānyo 'nyasya prajā ā dadate yathākṣetraṃ kalpante | avarṣukas tu parjanyo bhavatīme hi lokās tṛcas tān hiṅkāreṇa vy eti
1_veda/2_bra/pncvbr1u.txt	289	ā			adharottaram apāvagato rudhyateva gacchaty aparuddhaḥ pāpīyān śreyāṃsam abhyā rohati janatā janatām abhy ety anyo 'nyasya prajā ā dadate na yathākṣetraṃ kalpante
1_veda/2_bra/pncvbr1u.txt	653	ā			ā yāhi somapītaya iti saumī pāvamānī
1_veda/2_bra/pncvbr1u.txt	1051	ā			ā vā ete saṃvvatsaraṃ pyāyayanti ya utsṛjanti
1_veda/2_bra/pncvbr1u.txt	1403	ā			ā no mitrāvaruṇeti jyogāmayāvine pratipadaṃ kuryāt
1_veda/2_bra/pncvbr1u.txt	1771	ā			deveṣur vā eṣā yad vaṣatkāro 'bhīti vā indro vṛtrāya vajraṃ prāharad abhītyevāsmai vajraṃ prahṛtya deveṣv ā vaṣaṭkāreṇa vidhyati
1_veda/2_bra/pncvbr1u.txt	2065	ā			pāntam ā vo andhasa iti prastauti
1_veda/2_bra/pncvbr1u.txt	2129	ā			kṣipraṃ śasyam ājim iva hy ete dhāvanty ā sūryasyodetoḥ śaṃset sūryaṃ hi kāṣṭhām akurvata
1_veda/2_bra/pncvbr1u.txt	2131	ā			pāntam ā vo andhasa iti vaitahavyam anyakṣetraṃvā ete prayanti ye rātrim upayanti yad okonidhanaṃ rātrer mukhe bhavaty okaso 'pracyāvāya
1_veda/2_bra/pncvbr1u.txt	2155	ā			ā tū na indra kṣumantam ity ākūpāram
1_veda/2_bra/pncvbr1u.txt	2165	ā			ā tv etā niṣīdateti daivātitham
1_veda/2_bra/pncvbr1u.txt	2581	ā			agna āyāhi vītaya ā no mitrāvaruṇāyāhi suṣamā hi ta indrāgnī āgataṃ sutam iti rāthantaram eva tad rūpaṃ nirdyotayati stomaḥ iti
1_veda/2_bra/pncvbr1u.txt	2973	ā			ā sotā pariṣiñcata iti parivatyo bhavanti
1_veda/2_bra/pncvbr1u.txt	3357	ā			ā te yatente rathyo yathā pṛthag ity eva hy etarhy ahāni yatante
1_veda/2_bra/pncvbr1u.txt	3569	ā			dhvasre vai puruṣantī tarantapurumīḍhābhyāṃ vaitadaśvibhyāṃ sahasrāṇy aditsatāṃ tāv aikṣetāṃ kathaṃ nāv idam āttam apratigṛhītaṃ syād iti tau praty etāṃ dhvasrayoḥ puruṣantyor ā sahasrāṇi dadmahe tarat sa mandī dhāvatīti tato vai tat tayor āttam apratigṛhītam abhavat
1_veda/2_bra/pncvbr1u.txt	3915	ā			ā te vatso mano yamad ity apacchid iva vā etad yajñakāṇḍaṃ yad ukthāni yad eti salomatvāyaiva
1_veda/2_bra/pncvbr1u.txt	4407	ā			ā jāgṛvir vipra ṛtaṃ matīnām iti yad āpte pravatīḥ kuryur atipadyer anyad āvatyo bhavanty anatipādāya
1_veda/2_bra/pncvbr1u.txt	5363	ā			daśa camasā daśa camasādhvaryavo daśa daśa camasam abhiyanty ā daśamāt puruṣād anvākhyāya prasarpanti daśa samṛddho hy eṣa yajña enaṃ vāva te tad yajñam anvaicchan ya etena yajata etad evendriyaṃ vīryam āttvāsmin dadhāti
1_veda/2_bra/pncvbr1u.txt	5983	ā			ekayūpo vaikādaśinī vānyeṣāṃ yajñānāṃ bhavaty ekaviṃśiny aśvamedhasya khādiro vā bailvo vā pārṇo vā nyeṣāṃ yajñānāṃ bhavati naicudāra ekaviṃśatyaratnir aśvamedhasya nānyeṣāṃ paśūnāṃ tejanyā avadyanty avadyanty aśvamedhasya dakṣiṇato 'nyeṣāṃ paśūnām avadyanty uttarato 'śvamedhasya plakṣaśākhāsv anyeṣāṃ paśūnām avadyanti vetasaśākhāsv aśvamedhasya yūpe grāmyān paśūn niyuñjanty ārokeṣv āraṇyān dhārayanty ā grāmyān paśūn labhante prāraṇyān sṛjanti
1_veda/2_bra/pncvbr1u.txt	6705	ā			tasmāt te vācā siddhā vācāhūtā ā yanti
1_veda/2_bra/pncvbr1u.txt	6817	ā			prajāpatiḥ prajā asṛjata sa rūkṣo 'bhavat taṃ rūkṣaṃ nājanan sa ā cāṅktābhi cāṅkta
1_veda/2_bra/pncvbr1u.txt	6935	ā			yad anyac cakrābhyāṃ sākavṛdbhyāṃ tatsamānam ā chandomadaśāhāt
1_veda/2_bra/pncvbr2u.txt	99	ā			soma gīrbhiṣ ṭvā vayaṃ vardhayāmo vācovidaḥ sumrḍīko na ā viśa
1_veda/2_bra/pncvbr2u.txt	101	ā			ā pyāyasva sam etu te viśvataḥ soma vrṣṇyam | bhavā vājasya saṃgathe
1_veda/2_bra/pncvbr2u.txt	129	ā			stutasya stutam asy ūrjasvat payasvad ā mā stotrasya strotraṃ | gamyād indravanto vanemahi bhakṣīmahi prajām iṣam
1_veda/2_bra/pncvbr2u.txt	151	ā			kāmakāmaṃ ma ā vartaya
1_veda/2_bra/pncvbr2u.txt	169	ā			vaiśvānaraḥ pratnathā nākam ā ruha divaḥ prṣṭhe mandamānaḥ sumanmabhiḥ sapūrvavaj jantave dhanāḥ samānam ayman pary eti jāgrviḥ
1_veda/2_bra/pncvbr2u.txt	173	ā			krśāno savyān ā yaccha
1_veda/2_bra/pncvbr2u.txt	265	ā			pāpavasīyaso vidhrtir vipāpmanā vartate ya etayā stute nāvagato 'pa rudhyate nāparuddho 'va gacchati | na śreyāmsaṃ pāpīyān abhyā rohati na janatā janatām abhy eti nānyo 'nyasya prajā ā dadate yathākṣetraṃ kalpante | avarṣukas tu parjanyo bhavatīme hi lokās trcas tān hiṅkāreṇa vy eti
1_veda/2_bra/pncvbr2u.txt	289	ā			adharottaram apāvagato rudhyateva gacchaty aparuddhaḥ pāpīyān śreyāmsam abhyā rohati janatā janatām abhy ety anyo 'nyasya prajā ā dadate na yathākṣetraṃ kalpante
1_veda/2_bra/pncvbr2u.txt	653	ā			ā yāhi somapītaya iti saumī pāvamānī
1_veda/2_bra/pncvbr2u.txt	1051	ā			ā vā ete samvvatsaraṃ pyāyayanti ya utsrjanti
1_veda/2_bra/pncvbr2u.txt	1403	ā			ā no mitrāvaruṇeti jyogāmayāvine pratipadaṃ kuryāt
1_veda/2_bra/pncvbr2u.txt	1771	ā			deveṣur vā eṣā yad vaṣatkāro 'bhīti vā indro vrtrāya vajraṃ prāharad abhītyevāsmai vajraṃ prahrtya deveṣv ā vaṣaṭkāreṇa vidhyati
1_veda/2_bra/pncvbr2u.txt	2065	ā			pāntam ā vo andhasa iti prastauti
1_veda/2_bra/pncvbr2u.txt	2129	ā			kṣipram śasyam ājim iva hy ete dhāvanty ā sūryasyodetoḥ śamset sūryam hi kāṣṭhām akurvata
1_veda/2_bra/pncvbr2u.txt	2131	ā			pāntam ā vo andhasa iti vaitahavyam anyakṣetraṃvā ete prayanti ye rātrim upayanti yad okonidhanam rātrer mukhe bhavaty okaso 'pracyāvāya
1_veda/2_bra/pncvbr2u.txt	2155	ā			ā tū na indra kṣumantam ity ākūpāram
1_veda/2_bra/pncvbr2u.txt	2165	ā			ā tv etā niṣīdateti daivātitham
1_veda/2_bra/pncvbr2u.txt	2581	ā			agna āyāhi vītaya ā no mitrāvaruṇāyāhi suṣamā hi ta indrāgnī āgatam sutam iti rāthantaram eva tad rūpaṃ nirdyotayati stomaḥ iti
1_veda/2_bra/pncvbr2u.txt	2973	ā			ā sotā pariṣiñcata iti parivatyo bhavanti
1_veda/2_bra/pncvbr2u.txt	3357	ā			ā te yatente rathyo yathā prthag ity eva hy etarhy ahāni yatante
1_veda/2_bra/pncvbr2u.txt	3569	ā			dhvasre vai puruṣantī tarantapurumīḍhābhyāṃ vaitadaśvibhyāṃ sahasrāṇy aditsatāṃ tāv aikṣetāṃ kathaṃ nāv idam āttam apratigrhītaṃ syād iti tau praty etāṃ dhvasrayoḥ puruṣantyor ā sahasrāṇi dadmahe tarat sa mandī dhāvatīti tato vai tat tayor āttam apratigrhītam abhavat
1_veda/2_bra/pncvbr2u.txt	3915	ā			ā te vatso mano yamad ity apacchid iva vā etad yajñakāṇḍaṃ yad ukthāni yad eti salomatvāyaiva
1_veda/2_bra/pncvbr2u.txt	4407	ā			ā jāgrvir vipra rtaṃ matīnām iti yad āpte pravatīḥ kuryur atipadyer anyad āvatyo bhavanty anatipādāya
1_veda/2_bra/pncvbr2u.txt	5363	ā			daśa camasā daśa camasādhvaryavo daśa daśa camasam abhiyanty ā daśamāt puruṣād anvākhyāya prasarpanti daśa samrddho hy eṣa yajña enaṃ vāva te tad yajñam anvaicchan ya etena yajata etad evendriyaṃ vīryam āttvāsmin dadhāti
1_veda/2_bra/pncvbr2u.txt	5983	ā			ekayūpo vaikādaśinī vānyeṣāṃ yajñānāṃ bhavaty ekaviṃśiny aśvamedhasya khādiro vā bailvo vā pārṇo vā nyeṣāṃ yajñānāṃ bhavati naicudāra ekaviṃśatyaratnir aśvamedhasya nānyeṣāṃ paśūnāṃ tejanyā avadyanty avadyanty aśvamedhasya dakṣiṇato 'nyeṣāṃ paśūnām avadyanty uttarato 'śvamedhasya plakṣaśākhāsv anyeṣāṃ paśūnām avadyanti vetasaśākhāsv aśvamedhasya yūpe grāmyān paśūn niyuñjanty ārokeṣv āraṇyān dhārayanty ā grāmyān paśūn labhante prāraṇyān srjanti
1_veda/2_bra/pncvbr2u.txt	6705	ā			tasmāt te vācā siddhā vācāhūtā ā yanti
1_veda/2_bra/pncvbr2u.txt	6817	ā			prajāpatiḥ prajā asrjata sa rūkṣo 'bhavat taṃ rūkṣaṃ nājanan sa ā cāṅktābhi cāṅkta
1_veda/2_bra/pncvbr2u.txt	6935	ā			yad anyac cakrābhyāṃ sākavrdbhyāṃ tatsamānam ā chandomadaśāhāt
1_veda/2_bra/satapath/sb_01_u.txt	523	ā			athāṅgāramāskauti | ā devayajaṃ vaheti yo devayāṭ tasmin havīṃṣi śrapayāma
1_veda/2_bra/satapath/sb_01_u.txt	1601	ā			tamabhinidadhāti | ā tvā vasavo rudrā ādityāḥ sadantvityete vai trayā devā yadvasavo
1_veda/2_bra/satapath/sb_01_u.txt	2111	ā			samiddho agna āhuteti | ya evāyamavāṅprāṇa etamevaitayā saminddha ā juhotā
1_veda/2_bra/satapath/sb_01_u.txt	2113	ā			duvasyateti sarvamātmānaṃ saminddha ā nakhebhyo 'tho lomabhyaḥ
1_veda/2_bra/satapath/sb_01_u.txt	2507	ā			sa yadāśrāvayati | yajñamevaitadanumantrayata ā naḥ śṛnūpa na āvartasvetyatha
1_veda/2_bra/satapath/sb_01_u.txt	2523	ā			so 'gninnāpavyāharet | ā pratyāśrāvaṇātpratyāśrāvayatyagnīttatpunaradhvaryuṃ yajña
1_veda/2_bra/satapath/sb_01_u.txt	2527	ā			so 'dhvaryurnāpavyāharet | ā yajeti vaktoryajetyevādhvaryurhotre yajñaṃ
1_veda/2_bra/satapath/sb_01_u.txt	2531	ā			sa hotā nāpavyāharet | ā vaṣaṭkārāttaṃ vaṣaṭkāreṇāgnāveva yonau reto bhūtaṃ
1_veda/2_bra/satapath/sb_01_u.txt	2545	ā			sa hotā nāpavyāharet | ā vaṣaṭkārāttaṃ vaṣaṭkāreṇāgnāveva yonau reto bhūtaṃ
1_veda/2_bra/satapath/sb_01_u.txt	2835	ā			ṛtavo ha vai deveṣu yajñe bhāgamīṣire | ā no yajñe bhajata mā no
1_veda/2_bra/satapath/sb_01_u.txt	2869	ā			ta ṛtavo 'gnimabruvan | ā vayaṃ tvāmasmāsu bhajāmo yo no deveṣu yajñe
1_veda/2_bra/satapath/sb_01_u.txt	3521	ā			atha vācaṃyamo bhavati ā tisṛṇāṃ dogdhorvāgvai yajño 'vikṣubdho yajñaṃ tanavā iti
1_veda/2_bra/satapath/sb_01_u.txt	3797	ā			ā yajatāmejyā iṣa iti | prajā vā iṣastā evaitadyāyajūkāḥ karoti tā imāḥ prajā yajamānā
1_veda/2_bra/satapath/sb_02_u.txt	643	ā			te hocuḥ | ā vai vayamagnī dhāsyāmahe 'tha yūyaṃ kiṃ kariṣyatheti
1_veda/2_bra/satapath/sb_02_u.txt	1929	ā			atha parāṅ paryāvartate | tira iva vai pitaro manuṣyebhyastira ivaitadbhavati sa vā ā
1_veda/2_bra/satapath/sb_02_u.txt	3183	ā			stomena pitṝṇāṃ ca manmabhiḥ ā na etu manaḥ punaḥ kratve dakṣāya jīvase jyokca
1_veda/2_bra/satapath/sb_03_u.txt	263	ā			tamabhyanakti | śīrṣato 'gra ā pādābhyāmanulomam mahīnām payo 'sīti mahya iti
1_veda/2_bra/satapath/sb_03_u.txt	339	ā			athāśiṣāmārambhaṃ vācayati | ā vo devāsa īmahe vāmam prayatyadhvare ā vo devāsa
1_veda/2_bra/satapath/sb_03_u.txt	339	ā			athāśiṣāmārambhaṃ vācayati | ā vo devāsa īmahe vāmam prayatyadhvare ā vo devāsa
1_veda/2_bra/satapath/sb_03_u.txt	933	ā			tvamagne vratapā asi deva ā martyeṣvā tvāṃ yajñaṣvīḍya iti tasyo haiṣā
1_veda/2_bra/satapath/sb_03_u.txt	937	ā			tvamagne vratapā asi deva ā martyeṣvā tvaṃ yajñaṣvīḍya iti
1_veda/2_bra/satapath/sb_03_u.txt	1979	ā			athāto gṛhṇātyeva | āpataye tvā paripataye gṛhṇāmīti yo vā ayam pavata eṣa ā ca
