file	original_line_no	category	rule	token	occurrence_count	before	after
1_veda/2_bra/satapath/sb_01_u.txt	453	standalone_consonant	delete_non_whitelisted_standalone_consonant	y	1	manurāvaṃ nveva vedāveti tau hāgatyocaturmano y	manurāvaṃ nveva vedāveti tau hāgatyocaturmano
1_veda/2_bra/satapath/sb_01_u.txt	2809	standalone_consonant	delete_non_whitelisted_standalone_consonant	h	1	pañca mametīndro 'bravīt | tata itare mithunaṃ nāvindanno h	pañca mametīndro 'bravīt | tata itare mithunaṃ nāvindanno
1_veda/2_bra/satapath/sb_02_u.txt	2153	standalone_consonant	delete_non_whitelisted_standalone_consonant	d	1	saṃnayatyeṣa vai somo rājā d	saṃnayatyeṣa vai somo rājā
1_veda/2_bra/satapath/sb_04_u.txt	3901	standalone_consonant	delete_non_whitelisted_standalone_consonant	k	1	yasminnardhe yajante ye tathā k	yasminnardhe yajante ye tathā
1_veda/2_bra/satapath/sb_06_u.txt	515	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	ta ete sarve paśavo yadagniḥ | tasmādagnau paśavo ramante p | sminnagnirādhīyate	ta ete sarve paśavo yadagniḥ | tasmādagnau paśavo ramante  | sminnagnirādhīyate
1_veda/2_bra/satapath/sb_08_u.txt	1815	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	ācaccanda ityannaṃ vā ācaccando manaścanda iti p rajāpatirvai manaścando	ācaccanda ityannaṃ vā ācaccando manaścanda iti  rajāpatirvai manaścando
1_veda/2_bra/satapath/sb_10_u.txt	21	standalone_consonant	delete_non_whitelisted_standalone_consonant	t	1	me'mutraikaṃ tadāhariṣyāmītyevaṃ t	me'mutraikaṃ tadāhariṣyāmītyevaṃ
1_veda/4_upa/brup___u.txt	1337	english_editorial	english_marker	\b(?:add|adds|omits|reads)\b	1	sa yathā kumāro add | vā mahārājo vā mahābrāhmaṇo vātighnīm ānandasya gatvā śayīta |	sa yathā kumāro  | vā mahārājo vā mahābrāhmaṇo vātighnīm ānandasya gatvā śayīta |
1_veda/4_upa/brup___u.txt	2833	english_editorial	english_marker	\b(?:add|adds|omits|reads)\b	1	etāny aṣṭāv āyatanāny aṣṭau lokā add | aṣṭau devā aṣṭau puruṣāḥ |	etāny aṣṭāv āyatanāny aṣṭau lokā  | aṣṭau devā aṣṭau puruṣāḥ |
1_veda/4_upa/brup___u.txt	3283	english_editorial	english_marker	\b(?:add|adds|omits|reads)\b	1	sa hi svapno bhūtvemaṃ lokam atikrāmati add | mṛtyo rūpāṇi ||	sa hi svapno bhūtvemaṃ lokam atikrāmati  | mṛtyo rūpāṇi ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	177	standalone_consonant	delete_non_whitelisted_standalone_consonant	g	1	yadaiva kadā cid ādadhyāc chraddhā tvevainaṃ nātīyāt || g nvevainaṃ	yadaiva kadā cid ādadhyāc chraddhā tvevainaṃ nātīyāt ||  nvevainaṃ
1_veda/5_vedang/1_srauta/vaitss_u.txt	221	standalone_consonant	delete_non_whitelisted_standalone_consonant	g	1	agniṃ tvāhur vaiśvānaraṃ sadanān pradahan nv agāḥ | sa no devatrādhi brūhi mā riṣāmā vayaṃ tava ity aśvaṃ śamayitvā yad akrandaḥ ity upākurute || g pradahan nv agāḥ | v pradahanvagāḥ	agniṃ tvāhur vaiśvānaraṃ sadanān pradahan nv agāḥ | sa no devatrādhi brūhi mā riṣāmā vayaṃ tava ity aśvaṃ śamayitvā yad akrandaḥ ity upākurute ||  pradahan nv agāḥ |  pradahanvagāḥ
1_veda/5_vedang/1_srauta/vaitss_u.txt	221	standalone_consonant	delete_non_whitelisted_standalone_consonant	v	1	agniṃ tvāhur vaiśvānaraṃ sadanān pradahan nv agāḥ | sa no devatrādhi brūhi mā riṣāmā vayaṃ tava ity aśvaṃ śamayitvā yad akrandaḥ ity upākurute || g pradahan nv agāḥ | v pradahanvagāḥ	agniṃ tvāhur vaiśvānaraṃ sadanān pradahan nv agāḥ | sa no devatrādhi brūhi mā riṣāmā vayaṃ tava ity aśvaṃ śamayitvā yad akrandaḥ ity upākurute ||  pradahan nv agāḥ |  pradahanvagāḥ
1_veda/5_vedang/1_srauta/vaitss_u.txt	279	standalone_consonant	delete_non_whitelisted_standalone_consonant	g	1	saptarṣīn iti sruvaṃ srucaṃ ca pratapati || pratitapati g	saptarṣīn iti sruvaṃ srucaṃ ca pratapati || pratitapati
1_veda/5_vedang/2_grhya/jaimigsu.txt	19	standalone_consonant	delete_non_whitelisted_standalone_consonant	d	1	d daśe viśvāya sūryaṃ svāhā ||	 daśe viśvāya sūryaṃ svāhā ||
2_epic/mbh/mbh_02_u.txt	16273	english_editorial	english_marker	\b(?:add|adds|omits|reads)\b	1	śakune hanta divyāno glaga reads ha mānau sahasraśaḥ	śakune hanta divyāno glaga  ha mānau sahasraśaḥ
2_epic/mbh/ext/hv_apppu.txt	16895	standalone_consonant	delete_non_whitelisted_standalone_consonant	k	1	k | rtavarmā ca daṃṣṭre dve vicakṣur arimardanaḥ ||	 | rtavarmā ca daṃṣṭre dve vicakṣur arimardanaḥ ||
2_epic/mbh/ext/hv_apppu.txt	29879	english_editorial	harivamsa_printed_note	has printed	1	k | pāda b has printed nārāyaṇi namo 'stute
3_purana/agp_bi_u.txt	1703	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	1740	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha navamo 'dhyāyaḥ	 atha navamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	1750	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	1798	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	1804	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	1859	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	1888	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha daśamo 'dhyāyaḥ	 atha daśamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	1908	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	1962	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2010	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	2016	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2047	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha ekādaśo 'dhyāyaḥ	 atha ekādaśo 'dhyāyaḥ
3_purana/agp_bi_u.txt	2063	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	2067	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2116	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2118	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha dvādaśo 'dhyāyaḥ	 atha dvādaśo 'dhyāyaḥ
3_purana/agp_bi_u.txt	2166	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	2170	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2220	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2266	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	2270	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2314	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	2318	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2365	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	2369	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2371	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha trayodaśo 'dhyāyaḥ	 atha trayodaśo 'dhyāyaḥ
3_purana/agp_bi_u.txt	2421	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2467	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	2479	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2512	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha caturdaśo 'dhyāyaḥ	 atha caturdaśo 'dhyāyaḥ
3_purana/agp_bi_u.txt	2526	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	2530	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2581	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	2585	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2637	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2646	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha pañcadaśo 'dhyāyaḥ	 atha pañcadaśo 'dhyāyaḥ
3_purana/agp_bi_u.txt	2686	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	2692	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2721	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha ṣoḍaśo 'dhyāyaḥ	 atha ṣoḍaśo 'dhyāyaḥ
3_purana/agp_bi_u.txt	2743	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2786	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha saptadaśo 'dhyāyaḥ	 atha saptadaśo 'dhyāyaḥ
3_purana/agp_bi_u.txt	2796	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2838	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	2855	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2882	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha aṣṭādaśo 'dhyāyaḥ	 atha aṣṭādaśo 'dhyāyaḥ
3_purana/agp_bi_u.txt	2892	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	2904	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	2944	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	2958	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3004	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3012	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3058	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3067	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3105	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3121	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3138	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś athonaviṃśatitamo 'dhyāyaḥ	 athonaviṃśatitamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	3164	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3170	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3210	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3228	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3272	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3282	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3301	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha viṃśatitamo 'dhyāyaḥ	 atha viṃśatitamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	3329	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3371	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3381	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3416	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha ekaviṃśo 'dhyāyaḥ	 atha ekaviṃśo 'dhyāyaḥ
3_purana/agp_bi_u.txt	3426	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3433	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3473	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3489	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3536	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3545	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3574	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha dvāviṃśo 'dhyāyaḥ	 atha dvāviṃśo 'dhyāyaḥ
3_purana/agp_bi_u.txt	3586	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3593	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3626	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha trayoviṃśodhyāyaḥ	 atha trayoviṃśodhyāyaḥ
3_purana/agp_bi_u.txt	3636	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3640	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3684	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3696	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3740	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3750	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3759	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha caturviṃśo 'dhyāyaḥ	 atha caturviṃśo 'dhyāyaḥ
3_purana/agp_bi_u.txt	3791	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3797	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3841	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3848	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3894	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3902	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3946	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	3956	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	3999	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	4009	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	4054	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	4058	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	4060	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha pañcaviṃśo 'dhyāyaḥ	 atha pañcaviṃśo 'dhyāyaḥ
3_purana/agp_bi_u.txt	4102	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	4114	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	4152	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	4169	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	4211	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	4222	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
